XX;YY;class
0,610651378;-0,459645658;1
-0,555537034;0,730968203;1
-0,584957041;0,6633846;0
1,197522563;-0,69494032;1
-0,554557303;0,796669797;0
-0,524280621;0,882978375;0
0,623590032;-0,782186612;1
0,060170254;0,910675386;0
0,443282654;0,647677162;0
0,628799725;0,892566295;0
-0,794410278;0,243574038;0
-1,010781764;0,958953985;0
0,744346405;0,896406975;0
0,999271644;0,912250561;0
-0,609919015;0,507849042;0
1,133935298;0,078846706;0
1,330145344;-0,729985966;1
2,124172723;0,41772343;1
0,432837217;-0,332806101;1
0,946458147;-0,542550425;1
1,258877764;-0,495588094;1
1,565871874;-0,215983504;1
0,742005632;0,791863476;0
-0,758564017;0,388747303;0
1,215132489;-0,523717719;1
2,201961037;-0,266661077;1
1,409457713;-0,258962161;1
0,253270607;-0,278188854;1
0,681197676;-0,490976799;1
-0,796376983;0,596832683;0
0,173103214;1,089339989;0
-0,642223758;0,8258777;0
0,603418493;0,433743255;0
-1,179087712;-0,042614609;0
0,16027131;0,241693139;1
1,032874785;-0,632701928;1
0,524855933;-0,454150199;1
-0,755086345;0,845252572;0
-0,107878129;0,057188892;1
-0,129681241;0,390567963;1
-0,689950999;0,416719746;0
0,910831324;-0,735531891;1
0,791679887;0,537528103;0
-0,490334123;0,342825236;0
-0,74901548;0,520598894;0
0,878378021;0,240484687;0
-0,907353878;0,754246345;0
-1,022505108;0,516031654;0
-0,446396321;0,665972863;0
1,316415061;-0,414783322;1
0,503182182;0,535393156;0
-0,564052698;0,941394091;0
0,22684584;1,168567576;0
1,5203114;-0,049123391;1
0,276589216;1,084912621;0
-0,617717741;0,706883647;0
-0,237052583;0,616454971;0
0,638716484;-0,259934211;1
1,657136517;-0,454803024;1
0,291622197;0,846536381;0
0,837000338;0,407659369;0
0,71271343;0,873217348;0
-0,834847795;0,368813674;0
2,043722179;0,016285222;1
0,633537771;-0,304418;1
0,442448492;-0,284917395;1
0,784072391;0,381466904;0
0,84884449;0,929308086;0
-0,52636305;0,858345361;0
1,856525413;0,244786253;1
0,19178378;0,215733892;1
-0,519937646;0,595440105;0
2,025798055;0,244986304;1
0,351203245;-0,478526054;1
0,713469854;-0,284389007;1
-0,59950979;0,984496807;0
2,071726866;-0,155190995;1
-0,684200497;0,686893207;0
-0,950859993;0,451399349;0
-0,926615569;0,041587055;0
0,687297736;0,919618878;0
2,059233404;0,190781592;1
1,923354181;0,402360779;1
0,26046758;0,401638073;0
0,877579007;0,679204989;0
-0,614442515;0,582399429;0
-0,614586052;0,672041674;0
1,085566385;-0,547190247;1
-0,391165685;1,357601703;0
-1,127970417;-0,197891361;0
1,814410813;-0,201810232;1
1,680554474;-0,18450537;1
-1,128060401;0,91368913;0
0,654289559;0,58349743;0
0,528175689;0,807805402;0
0,165345848;0,077072003;1
-0,052053245;1,02442361;0
0,077102931;0,335206915;1
-0,237910813;0,344771745;1
-0,750943526;0,414921862;0
1,311304437;0,532164278;0
-0,449114713;0,879589755;0
-1,074186064;0,528280983;0
0,558694648;-0,439297535;1
0,807124451;0,514667331;0
-0,724023042;0,176520266;0
1,884919052;0,301195838;1
2,308206141;-0,013686389;1
0,98417409;0,597450935;0
1,219569342;-0,500163056;1
-0,710314453;0,526414834;0
-0,622801434;0,640597808;0
1,737531327;-0,211735283;1
0,033418327;0,073128058;1
0,429534419;0,601323326;1
-1,003503214;0,388260575;0
1,753399289;-0,173890019;1
1,0834136;0,60310024;0
-0,698815071;0,646948406;0
1,665132178;-0,162783975;1
-0,97367572;0,408404263;0
0,671896595;-0,247751963;1
0,186416082;0,679144885;0
1,780961464;-0,056635982;1
1,082601959;0,057461093;0
1,874461543;-0,077728755;1
2,056828307;-0,27722831;1
-0,59323382;0,895343562;0
1,419380709;0,161856661;1
1,907541982;0,111766115;1
0,024803989;0,459555095;1
-0,995565695;0,323328326;0
0,174689045;1,105111238;0
1,083504316;-0,608875986;1
-0,046821853;0,564493211;0
0,514242587;-0,152014319;1
-0,007375915;0,39925865;1
0,300058216;1,128862277;0
1,103273365;0,106980729;0
0,30384269;0,963213618;0
1,391737279;-0,543757102;1
2,228540963;0,287366025;1
-1,153018843;0,012147407;0
0,507628262;-0,490875065;1
-0,499841697;-0,088036523;0
1,861166828;0,184726154;1
-0,671503525;0,676765434;0
0,732576908;-0,55950743;1
0,974426571;0,355088828;0
0,237656177;-0,456617879;1
0,357168271;-0,329366415;1
1,052156435;-0,472031145;1
-0,661049046;0,694188626;0
0,110060639;0,97446817;0
0,064519027;0,088694291;1
1,411022092;0,043801693;1
-0,240840333;1,069588258;0
1,187871853;-0,429736941;1
1,612168912;-0,144075495;1
2,027709109;0,438869242;1
0,098248945;-0,021961806;1
1,249595926;-0,590540815;1
-0,093977897;0,525338847;1
-0,039107238;0,16710029;1
-0,861398802;0,350344223;0
0,148114242;-0,550528902;1
-1,089301195;0,085967165;0
0,817320699;0,598537993;0
1,456532193;-0,249990283;1
0,923152098;-0,488297437;1
1,158185664;-0,480681226;1
0,502467317;-0,099527147;0
-0,759851158;0,616255519;0
-0,068047689;0,946270968;0
0,156517493;-0,009046825;1
2,013977466;-0,17961568;1
0,192323149;0,097585168;1
0,990533607;-0,4990993;1
1,475916187;-0,414618508;1
-0,594123713;0,470564713;0
0,767014429;-0,44139015;1
0,689500568;-0,121403991;1
-0,716537776;0,86407581;0
-0,859347913;0,356487174;0
0,220468265;0,971556703;0
1,046141503;0,17306281;0
0,074625542;0,99957317;0
0,484006783;0,140168124;1
0,339630038;-0,103571382;1
0,899888862;-0,558948635;1
0,216822863;-0,345472218;1
0,391631975;-0,108648765;1
-0,509156544;0,897661243;0
0,382552662;0,907548148;0
0,616442316;-0,066572248;1
0,655745177;-0,337152958;1
0,310378404;-0,062063234;1
1,638876137;0,191947508;1
-0,774736245;0,308623888;0
0,188305041;0,741977432;0
0,897375254;0,414511141;0
2,228269682;0,471464212;1
0,123597543;1,224601841;0
-0,106537514;1,073281153;0
-1,09042185;0,147845918;0
0,714557231;0,645469039;0
-0,614124901;0,349330337;0
-0,071230039;0,458198923;1
-0,432936899;1,034991462;0
-0,90045639;0,355094757;0
1,564059947;-0,41894133;1
1,253851481;-0,452767995;1
0,307485823;1,167189487;0
-0,170833985;0,85411532;0
-0,10094963;0,555110525;1
0,935981133;0,701958463;0
1,51659171;-0,255082063;1
1,581398701;-0,351280551;1
0,241253246;1,067935527;0
-0,370207138;1,136934207;0
1,158090651;-0,179200896;1
1,057116524;-0,851431543;1
0,340760934;-0,372496546;1
0,919073871;0,013614467;0
0,321548464;-0,443878696;1
0,445362121;-0,085491082;1
0,604601839;-0,483470718;1
-0,005540926;0,022361358;1
0,526534618;-0,243633202;1
0,159707792;-0,398858649;1
1,555076518;-0,123831628;1
-0,096021043;0,583832986;0
0,456240567;-0,075548221;1
1,195630809;-0,308890127;1
-0,310392219;-0,101879485;1
0,064543105;0,922901306;0
1,648445671;-0,498498878;1
1,81526733;0,376899744;1
0,310868641;1,036871303;0
0,613725776;0,951572021;0
2,024106255;0,314678666;1
1,566885537;-0,406019763;1
-0,776476368;0,518580711;0
-0,796494354;1,489833811;0
0,524159273;0,893853393;0
1,286623764;-1,039371587;1
-0,03437392;0,192709168;1
2,135295815;0,500392656;1
1,877809367;-0,275576514;1
-0,652833997;0,632650696;0
-1,199481935;0,338233767;0
1,043255374;-0,37895899;1
1,405506094;-0,223485058;1
-0,463985913;0,769482361;0
-1,161603015;0,542182871;0
0,87577784;-0,699828037;1
0,472019655;-0,223942635;1
0,29743764;0,876831451;0
0,484869875;1,131725958;0
1,67266686;-0,392079162;1
0,843918615;-0,666440653;1
0,181307292;1,065347623;0
1,999613784;0,454347141;1
0,122504318;0,831554868;0
0,957170939;0,839782857;0
-0,007344351;0,422618654;1
1,855485846;-0,243209037;1
-0,240329091;0,946595495;0
-0,145323948;1,019557297;0
0,974018794;0,284999404;0
1,60256359;-0,364257757;1
1,945884782;-0,191203277;1
-0,271556967;0,100114082;1
1,784203015;0,213630825;1
0,33005812;0,091157352;1
1,73891086;-0,62800843;1
0,233689754;-0,326341065;1
2,119861719;-0,0973916;1
1,474338171;0,063827252;0
1,014567892;0,733117964;0
1,690877388;-0,517473101;1
2,098791134;-0,05430925;1
1,153775931;0,169941762;0
0,833457318;0,519592129;0
0,956563003;0,799701215;0
0,034959834;0,994619485;0
0,764606831;-0,180548879;1
0,736555036;-0,479776236;1
1,493567789;-0,232884564;1
-0,544831104;-0,179916928;1
0,268930413;0,752837965;0
-1,047553394;0,393090054;0
-1,149434023;-0,07255233;0
0,409742668;0,772445675;0
0,841355888;0,478888144;0
0,27116674;0,077529512;1
-0,843345456;0,489805414;0
0,048653764;0,7503453;0
1,655762073;-0,374926323;1
-0,877502881;0,655780687;0
0,285070206;-0,511868832;1
0,178331571;-0,037812514;1
0,654953856;-0,219411781;1
-0,821828637;0,561499507;0
-0,894683909;0,183379445;0
1,41770331;-0,18472104;1
2,038952784;0,223261243;1
0,395247745;0,615078491;0
0,49481717;1,145969274;0
-0,113442171;1,513461055;0
1,957215554;-0,127706107;1
-0,493482888;0,619041243;0
2,051763069;-0,013335232;1
1,165118629;-0,415314681;1
2,303286589;0,186284591;1
1,132948141;-0,480620106;1
1,147298419;0,395765421;0
0,030202734;0,025825568;1
-0,287741525;1,156023761;0
0,063744253;0,248471873;1
0,512957089;-0,300567004;1
1,836461007;-0,144363483;1
-0,678779448;1,201860096;0
-0,841288008;0,216391302;0
0,769785333;-0,276273471;0
1,011139692;-0,144546999;1
-0,857929723;-0,133706003;0
1,3790444;-0,009633489;1
0,366977565;0,910407924;0
-0,853156447;0,452994555;0
0,102294516;-0,099747529;1
-0,460208013;0,986136077;0
0,803277661;0,112884906;0
-1,025752606;-0,125138912;0
0,39982816;1,095304363;0
0,582370449;0,773088843;0
0,795866871;-0,406920993;1
1,800310327;-0,024093499;1
-0,804749225;0,812651655;0
1,396520262;0,288556164;0
-0,247327846;0,956870253;0
1,320989245;-0,798963716;1
-0,331635948;0,767491857;0
0,640350928;-0,0458291;0
1,80660681;-0,272502881;1
0,519653006;0,972032539;0
1,400771637;-0,541750669;1
1,678407762;-0,530886366;1
-1,073975958;-0,197703719;0
0,123551363;0,418468399;1
-0,76150366;-0,122356284;0
1,398668827;-0,548155434;1
0,750745318;-0,196205634;1
-0,900766528;1,100664001;0
1,147125279;-0,942704496;1
0,003388798;0,284266849;1
1,155428302;0,512263261;0
-0,511574244;0,867010936;0
0,31049935;-0,054470448;1
-0,611912759;0,975032786;0
0,777664631;0,388664007;0
-0,257906604;1,059369743;0
1,855358682;-0,004212677;1
0,887888557;0,022894488;0
0,313680124;-0,465685293;1
0,936021668;-0,282353233;1
0,148322697;0,165790363;1
1,645173681;0,218629245;1
0,424700504;0,329672587;1
0,768278997;-0,572760303;1
0,617779991;-0,195722848;1
0,318011831;0,935787417;0
1,241856634;0,580733002;0
0,005447044;1,197640823;0
1,306587119;-0,67978399;1
0,068617539;0,304684648;1
0,995084089;0,243542495;0
0,473401967;-0,131249672;1
0,776035568;0,004617585;1
-1,168514557;0,180645605;0
-0,522766438;1,115730402;0
1,012535233;-0,516125739;1
2,141239009;-0,295693137;1
-0,845969277;0,640099581;0
0,534005074;0,814511662;0
-0,987440571;0,884818637;0
-0,517513829;0,411465409;0
1,633485623;-0,300043504;1
0,130083008;-0,048830759;1
1,593514967;-0,127607943;1
1,016060802;-0,314697053;1
1,28772819;-0,186781383;1
0,134987715;-0,540630427;1
0,434260903;-0,346925896;1
1,404336209;0,319038218;1
-0,699295711;0,519896107;0
0,138383328;-0,360648612;1
-1,158420964;0,19348046;0
1,462037956;-0,560153707;1
1,072998792;-0,691793035;1
0,251300136;0,645593302;0
1,635201687;-0,400324059;1
0,043229676;0,060149734;1
1,500412033;-0,335007136;1
0,680210442;0,332035153;0
1,198303547;-0,167117382;1
-1,252222063;0,274542351;0
-0,525132498;0,933404555;0
0,385798823;0,937013342;0
-0,926359783;0,387835381;0
0,855990076;0,28920231;0
0,49145708;-0,23211956;1
1,463272613;-0,455465259;1
-0,3511434;0,250960623;1
0,230321607;0,916118677;0
0,417627362;0,846494452;0
0,228088503;0,654342736;0
-0,161918507;0,962875634;0
1,830036973;0,09954664;1
1,257513174;0,663756698;0
1,367196628;-0,100268499;1
-0,197586863;1,201327784;0
1,875531096;-0,092805514;1
0,995699706;-0,270066555;1
0,274391047;0,02542652;1
1,065543439;-0,375228001;1
0,583299331;0,717910595;0
1,385927348;-0,582190841;1
0,51714815;0,697721023;0
-0,175058792;1,319600848;0
0,724079397;0,729140661;0
1,755997897;0,344056008;1
-0,211735664;0,247547912;1
1,222355505;-0,382571204;1
0,333375825;1,33725559;0
0,382139661;-0,119316188;1
-0,315283255;0,854139422;0
0,515545779;0,934367068;0
0,372824082;-0,227699995;1
0,607474232;-0,026233442;1
1,062617011;-0,37687648;1
1,005261076;0,25000597;0
0,275714611;-0,311996723;1
0,180486202;0,281039198;1
0,875889814;0,168704865;0
-0,110671214;0,534863564;1
-0,46698779;0,881735645;0
-0,112546252;-0,109413771;1
0,724916179;-0,72598254;1
0,133281826;0,350105272;1
-0,080292657;1,163309676;0
0,804848216;-0,359667596;1
1,072162027;0,294695548;0
0,753386339;-0,036377673;0
-0,762800801;0,582475645;0
-0,070388587;1,314522518;0
1,349204577;0,281104764;0
0,069361844;0,508690434;0
-0,248629499;0,613591218;0
-1,191500198;0,197672449;0
1,864455397;0,768312652;1
-0,575535777;0,900809531;0
0,30495544;-0,446606834;1
0,475170119;-0,332956435;1
1,9432441;0,268639593;1
-0,110825719;0,445161467;1
0,181649145;-0,400373642;1
0,130586934;0,176633308;1
2,182699471;0,311228071;1
1,133684763;-0,787133346;1
1,076381724;0,94168777;0
0,264951293;-0,175103682;1
2,033934326;-0,040389229;1
0,767509875;0,358546445;0
-1,127893513;-0,10593491;0
-0,259949866;1,263207158;0
-0,981147059;0,706122539;0
-0,453692349;0,992899421;0
1,647107965;-0,016914867;1
-1,29307353;0,112234589;0
-0,841914494;0,636596183;0
0,074846669;1,041430392;0
1,11473903;-0,686500319;1
0,250923828;0,16643777;1
1,563109186;-0,327666705;1
-0,876020105;0,486099256;0
-0,279077072;1,028934031;0
1,021860313;-0,497773409;1
1,686465236;0,221326783;1
0,498234799;-0,187359539;1
1,899620663;0,361042643;1
1,446269945;-0,270282054;1
0,523111448;-0,661954261;1
0,194527639;1,200052313;0
0,701621181;0,071035134;0
0,113260199;-0,226100044;1
2,095108936;0,128685786;1
0,722154997;0,148361621;0
0,594175895;1,008417956;0
0,012642706;0,632283877;1
1,674571439;-0,38246551;1
-0,342713466;0,863381094;0
1,712711175;-0,311539407;1
-0,847208555;0,671862917;0
1,611776777;-0,347351165;1
1,479465042;-0,31863676;1
-0,165589546;1,258381616;0
-1,02024854;0,625740977;0
0,045579434;0,385528225;1
0,382684585;0,984951983;0
1,243173488;-0,346155791;1
0,311645929;0,035817527;1
-0,039524249;-0,231364096;1
0,120005615;0,178792759;1
0,402128065;-0,348969095;1
-0,585786059;0,287316373;0
-0,980017051;0,896133139;0
2,017984431;0,156035041;1
1,926788162;0,906243784;1
1,214068705;-0,432248676;1
-1,102170676;0,456761516;0
0,474927603;0,76360399;0
2,203507231;0,48695005;1
-0,252748259;0,877479133;0
0,363963774;-0,324065547;1
1,473039327;-0,336310198;1
1,62747018;0,038332128;1
0,473330456;-0,365688551;1
0,723883115;-0,241292445;1
1,27661319;-0,465353072;1
-0,451665305;0,602540074;0
1,254386269;0,234804048;0
0,40484288;1,107800154;0
0,52424907;0,782753964;0
0,566327535;-0,714135962;1
0,667915744;-0,033934036;1
-0,433982378;0,986144933;0
-0,061798229;0,727868051;0
1,736089903;-0,216442125;1
0,036749431;0,202106867;1
0,722257751;0,483134816;0
-0,925994233;0,724387993;0
0,937235498;0,352765438;0
1,833612864;-0,155132864;1
-1,428774165;0,327980761;0
0,692504594;0,687917609;0
1,012720201;-0,476221039;1
2,113617586;0,196414775;1
-1,150261598;0,355121459;0
1,128797752;0,573412538;0
1,028463067;-0,397296061;1
1,280102673;-0,207662997;1
0,101603983;-0,312899595;1
1,289973111;-0,436914682;1
1,80290847;-0,254880855;1
0,119166174;0,062357218;1
0,87870712;-0,120995171;0
0,266695395;-0,40833086;1
1,870703719;0,26280178;1
0,963552119;-0,483182676;1
0,058113814;0,32652881;1
0,941617006;-0,100379254;0
-0,019891032;0,830111986;0
-0,115709817;0,345410099;1
0,683080014;0,572971067;0
-1,136380407;-0,08914797;0
0,232850699;0,053682592;1
0,069313834;1,126101104;0
-0,664049338;1,017572556;0
0,878301378;-0,320962737;1
1,468293015;-0,685476022;1
1,152411566;0,163795689;0
1,63114427;0,117373656;1
1,071884496;0,542286296;0
-0,675256807;0,813276286;0
1,42845961;-0,146603131;1
-0,06231077;-0,028486914;1
0,476586708;0,806038562;0
0,366945508;1,099881414;0
1,869077053;0,204772554;1
-0,601603181;-0,051510812;0
0,915483213;0,049756096;0
-0,750972498;-0,13414246;0
-0,718013831;0,756814055;0
-0,65505619;0,688028888;0
1,602679825;-0,104342078;1
-0,185113887;0,941182911;0
-0,086107913;-0,407423934;1
0,50478029;0,945770732;0
-0,345538222;0,892757456;0
0,373483895;0,772321989;0
1,809348201;-0,2601372;1
-0,586977658;0,937578437;0
0,765416291;-0,326676383;1
-0,074933698;0,966968785;0
1,559622943;-0,193912957;1
1,023604037;0,455547053;0
0,244229864;0,075724092;1
-0,50685657;0,913819078;0
0,940962847;-0,380381184;1
-1,139990251;0,414205729;0
-0,920126994;0,175249318;0
2,327441087;0,391266987;1
1,2874154;-0,147523639;1
0,150307261;-0,521174881;1
1,091602155;0,077353882;0
0,296014806;0,743531529;0
-0,279296415;1,02704445;0
0,997070842;0,668961749;0
0,567541505;-0,663504088;1
0,327562878;0,910897587;0
0,725859424;-0,456654906;1
0,039030618;1,173209899;0
-0,21259861;1,307256024;0
0,184178319;-0,407829479;1
1,358574333;-0,434734923;1
1,055959148;-0,625161634;1
1,053232859;-0,239857331;0
0,939464398;-0,262918873;0
0,606895178;0,507151453;0
2,04460735;-0,135270504;1
0,243172142;-0,415010677;1
-0,740547736;0,951162736;0
0,331876236;0,090843793;1
0,681511107;1,066786176;0
-0,717382879;0,332323131;0
0,141385233;0,101180033;1
-0,966258977;1,162144656;0
-0,614777327;0,540647457;0
1,804483148;-0,285275991;1
-1,028553439;0,47102093;0
0,752609126;0,078669449;0
-0,419039288;0,638042228;0
0,704723455;0,695986521;0
0,236546366;0,688826069;0
0,00823494;-0,090706262;1
-0,763376908;0,382172613;0
0,22967914;-0,022642777;1
1,006143022;0,481830158;0
1,057351577;-0,217808687;1
0,317431927;0,9801614;0
2,216572047;0,099979505;1
2,0183483;0,322981019;1
0,877939628;0,276196675;0
0,779979154;0,520519469;0
0,219450049;0,113607833;1
0,461643874;-0,217651822;1
-0,443733071;0,911146757;0
0,305453042;-0,003008864;1
-0,090667337;1,066265199;0
-1,042158342;0,909924253;0
0,71526523;0,591057701;0
2,362874765;0,784698369;1
1,868547718;1,142940212;1
0,008051023;0,328013264;1
-0,449962504;1,10020953;0
0,500863674;0,744174882;0
-1,248992722;0,182439333;0
0,225113525;-0,048087133;1
-0,490029904;0,853853397;0
1,51624097;-0,824865779;1
0,436784807;0,953452831;0
-0,029846044;0,004924801;1
-0,283021734;0,120464084;1
0,334131552;0,037970658;1
